time_s,altitude_ft,airspeed_kts,vspeed_fpm,pitch_deg,roll_deg,heading_deg,throttle,rpm
164.19,909.4,60.0,-0,1.69,-4.47,181.9,1.000,0
164.29,908.3,60.0,-0,1.78,-4.69,181.7,1.000,0
164.39,907.3,59.9,-0,1.86,-4.90,181.5,1.000,0
164.49,906.2,59.9,-0,1.94,-5.09,181.3,1.000,0
164.59,905.2,59.8,-0,2.01,-5.26,181.1,1.000,0
164.69,904.2,59.7,-0,2.08,-5.42,180.8,1.000,0
164.79,903.2,59.7,-0,2.14,-5.56,180.6,1.000,0
164.89,902.2,59.6,-0,2.19,-5.69,180.4,1.000,0
164.99,901.3,59.5,-0,2.24,-5.81,180.1,1.000,0
165.09,900.3,59.5,-0,2.29,-5.91,179.8,1.000,0
165.19,899.3,59.4,-0,2.33,-6.00,179.6,1.000,0
165.29,898.4,59.3,-0,2.37,-6.09,179.3,1.000,0
165.39,897.5,59.2,-0,2.40,-6.15,179.1,1.000,0
165.49,896.5,59.2,-0,2.43,-6.21,178.8,1.000,0
165.59,895.6,59.1,-0,2.46,-6.26,178.5,1.000,0
165.69,894.7,59.0,-0,2.48,-6.29,178.3,1.000,0
165.79,893.8,59.0,-0,2.49,-6.31,178.0,1.000,0
165.89,892.9,58.9,-0,2.50,-6.32,177.7,1.000,0
165.99,892.0,58.8,-0,2.51,-6.31,177.5,1.000,0
166.09,891.1,58.7,-0,2.52,-6.30,177.2,1.000,0
166.19,890.2,58.7,-0,2.52,-6.27,177.0,1.000,0
166.29,889.3,58.6,-0,2.52,-6.23,176.7,1.000,0
166.39,888.4,58.5,-0,2.51,-6.17,176.5,1.000,0
166.49,887.5,58.5,-0,2.50,-6.11,176.2,1.000,0
166.59,886.6,58.4,-0,2.49,-6.03,176.0,1.000,0
166.69,885.7,58.3,-0,2.48,-5.94,175.8,1.000,0
166.79,884.8,58.3,-0,2.46,-5.83,175.6,1.000,0
166.89,883.9,58.2,-0,2.44,-5.72,175.3,1.000,0
166.99,883.0,58.1,-0,2.42,-5.59,175.1,1.000,0
167.09,882.1,58.1,-0,2.39,-5.45,174.9,1.000,0
167.19,881.2,58.0,-0,2.37,-5.30,174.7,1.000,0
167.29,880.3,58.0,-0,2.34,-5.14,174.5,1.000,0
167.39,879.3,57.9,-0,2.31,-4.97,174.3,1.000,0
167.49,878.4,57.8,-0,2.28,-4.78,174.1,1.000,0
167.59,877.5,57.8,-0,2.24,-4.59,174.0,1.000,0
167.69,876.5,57.7,-0,2.21,-4.39,173.8,1.000,0
167.79,875.6,57.7,-0,2.17,-4.18,173.6,1.000,0
167.89,874.6,57.6,-0,2.13,-3.97,173.5,1.000,0
167.99,873.7,57.6,-0,2.09,-3.74,173.3,1.000,0
168.09,872.7,57.5,-0,2.04,-3.51,173.2,1.000,0
168.19,871.7,57.5,-0,2.00,-3.27,173.0,1.000,0
168.29,870.8,57.4,-0,1.95,-3.03,172.9,1.000,0
168.39,869.8,57.4,-0,1.91,-2.78,172.8,1.000,0
168.49,868.8,57.3,-0,1.86,-2.52,172.7,1.000,0
168.59,867.8,57.3,-0,1.81,-2.26,172.6,1.000,0
168.69,866.7,57.3,-0,1.75,-2.00,172.5,1.000,0
168.79,865.7,57.2,-0,1.70,-1.74,172.4,1.000,0
168.89,864.7,57.2,-0,1.65,-1.47,172.3,1.000,0
168.99,863.6,57.2,-0,1.59,-1.20,172.2,1.000,0
169.09,862.6,57.1,-0,1.54,-0.93,172.2,1.000,0
169.19,861.5,57.1,-0,1.48,-0.66,172.1,1.000,0
169.29,860.4,57.1,-0,1.42,-0.39,172.1,1.000,0
169.39,859.3,57.1,-0,1.36,-0.12,172.1,1.000,0
169.49,858.2,57.0,-0,1.30,0.15,172.0,1.000,0
169.59,857.1,57.0,-0,1.24,0.42,172.0,1.000,0
169.69,856.0,57.0,-0,1.18,0.68,172.0,1.000,0
169.79,854.9,57.0,-0,1.12,0.94,172.0,1.000,0
169.89,853.7,57.0,-0,1.05,1.20,172.0,1.000,0
169.99,852.6,57.0,-0,0.99,1.46,172.1,1.000,0
170.09,851.4,56.9,-0,0.93,1.71,172.1,1.000,0
170.19,850.2,56.9,-0,0.86,1.96,172.2,1.000,0
170.29,849.1,56.9,-0,0.79,2.20,172.2,1.000,0
170.39,847.8,56.9,-0,0.73,2.44,172.3,1.000,0
170.49,846.6,56.9,-0,0.66,2.67,172.4,1.000,0
170.59,845.4,56.9,-0,0.59,2.90,172.5,1.000,0
170.69,844.2,56.9,-0,0.52,3.12,172.6,1.000,0
170.79,842.9,56.9,-0,0.45,3.33,172.7,1.000,0
170.89,841.7,57.0,-0,0.38,3.54,172.8,1.000,0
170.99,840.4,57.0,-0,0.31,3.74,172.9,1.000,0
171.09,839.1,57.0,-0,0.24,3.93,173.1,1.000,0
171.19,837.8,57.0,-0,0.17,4.11,173.2,1.000,0
171.29,836.5,57.0,-0,0.10,4.28,173.4,1.000,0
171.39,835.2,57.0,-0,0.03,4.45,173.5,1.000,0
171.49,833.8,57.1,-0,-0.04,4.60,173.7,1.000,0
171.59,832.5,57.1,-0,-0.11,4.75,173.9,1.000,0
171.69,831.1,57.1,-0,-0.18,4.89,174.1,1.000,0
171.79,829.7,57.1,-0,-0.24,5.01,174.3,1.000,0
171.89,828.4,57.2,-0,-0.31,5.13,174.5,1.000,0
171.99,827.0,57.2,-0,-0.38,5.24,174.6,1.000,0
172.09,825.6,57.2,-0,-0.45,5.33,174.9,1.000,0
172.19,824.2,57.3,-0,-0.51,5.42,175.1,1.000,0
172.29,822.7,57.3,-0,-0.57,5.50,175.3,1.000,0
172.39,821.3,57.4,-0,-0.64,5.56,175.5,1.000,0
172.49,819.8,57.4,-0,-0.70,5.61,175.7,1.000,0
172.59,818.4,57.4,-0,-0.76,5.66,175.9,1.000,0
172.69,816.9,57.5,-0,-0.81,5.69,176.1,1.000,0
172.79,815.5,57.5,-0,-0.87,5.71,176.4,1.000,0
172.89,814.0,57.6,-0,-0.92,5.72,176.6,1.000,0
172.99,812.5,57.6,-0,-0.97,5.71,176.8,1.000,0
173.09,811.0,57.7,-0,-1.02,5.70,177.0,1.000,0
173.19,809.5,57.7,-0,-1.07,5.68,177.3,1.000,0
173.29,808.0,57.8,-0,-1.11,5.64,177.5,1.000,0
173.39,806.4,57.9,-0,-1.15,5.59,177.7,1.000,0
173.49,804.9,57.9,-0,-1.18,5.53,177.9,1.000,0
173.59,803.4,58.0,-0,-1.22,5.47,178.1,1.000,0
173.69,801.8,58.0,-0,-1.25,5.39,178.3,1.000,0
173.79,800.3,58.1,-0,-1.28,5.30,178.6,1.000,0
173.89,798.7,58.1,-0,-1.30,5.20,178.8,1.000,0
173.99,797.2,58.2,-0,-1.32,5.09,179.0,1.000,0
174.09,795.6,58.3,-0,-1.34,4.96,179.2,1.000,0
174.19,794.1,58.3,-0,-1.35,4.83,179.4,1.000,0
174.29,792.5,58.4,-0,-1.36,4.69,179.6,1.000,0
174.39,791.0,58.4,-0,-1.37,4.54,179.7,1.000,0
174.49,789.4,58.5,-0,-1.37,4.37,179.9,1.000,0
174.59,787.8,58.6,-0,-1.37,4.19,180.1,1.000,0
174.69,786.3,58.6,-0,-1.36,4.00,180.3,1.000,0
174.79,784.7,58.7,-0,-1.35,3.80,180.4,1.000,0
174.89,783.2,58.7,-0,-1.34,3.59,180.6,1.000,0
174.99,781.6,58.8,-0,-1.32,3.37,180.7,1.000,0
175.09,780.0,58.8,-0,-1.30,3.14,180.9,1.000,0
175.19,778.5,58.9,-0,-1.27,2.90,181.0,1.000,0
175.29,776.9,58.9,-0,-1.24,2.65,181.1,1.000,0
175.39,775.4,59.0,-0,-1.21,2.40,181.2,1.000,0
175.49,773.9,59.0,-0,-1.17,2.14,181.3,1.000,0
175.59,772.3,59.1,-0,-1.13,1.88,181.4,1.000,0
175.69,770.8,59.1,-0,-1.09,1.61,181.5,1.000,0
175.79,769.3,59.2,-0,-1.04,1.34,181.6,1.000,0
175.89,767.8,59.2,-0,-0.99,1.07,181.7,1.000,0
175.99,766.3,59.2,-0,-0.94,0.80,181.7,1.000,0
176.09,764.8,59.3,-0,-0.88,0.52,181.8,1.000,0
176.19,763.3,59.3,-0,-0.83,0.25,181.8,1.000,0
176.29,761.8,59.3,-0,-0.77,-0.02,181.8,1.000,0
176.39,760.3,59.4,-0,-0.71,-0.29,181.8,1.000,0
176.49,758.9,59.4,-0,-0.65,-0.56,181.8,1.000,0
176.59,757.4,59.4,-0,-0.58,-0.82,181.8,1.000,0
176.69,756.0,59.4,-0,-0.52,-1.08,181.8,1.000,0
176.79,754.5,59.5,-0,-0.45,-1.33,181.8,1.000,0
176.89,753.1,59.5,-0,-0.39,-1.58,181.7,1.000,0
176.99,751.7,59.5,-0,-0.32,-1.81,181.7,1.000,0
177.09,750.3,59.5,-0,-0.25,-2.05,181.6,1.000,0
177.19,748.9,59.5,-0,-0.19,-2.27,181.5,1.000,0
177.29,747.5,59.5,-0,-0.12,-2.48,181.4,1.000,0
177.39,746.2,59.5,-0,-0.05,-2.69,181.3,1.000,0
177.49,744.8,59.5,-0,0.01,-2.88,181.2,1.000,0
177.59,743.5,59.5,-0,0.08,-3.07,181.1,1.000,0
177.69,742.1,59.5,-0,0.14,-3.24,180.9,1.000,0
177.79,740.8,59.5,-0,0.20,-3.40,180.8,1.000,0
177.89,739.5,59.5,-0,0.26,-3.55,180.6,1.000,0
177.99,738.2,59.5,-0,0.32,-3.69,180.5,1.000,0
178.09,736.9,59.5,-0,0.38,-3.82,180.3,1.000,0
178.19,735.6,59.5,-0,0.44,-3.94,180.2,1.000,0
178.29,734.4,59.5,-0,0.50,-4.05,180.0,1.000,0
178.39,733.1,59.5,-0,0.55,-4.15,179.8,1.000,0
178.49,731.9,59.5,-0,0.60,-4.25,179.6,1.000,0
178.59,730.6,59.4,-0,0.65,-4.33,179.4,1.000,0
178.69,729.4,59.4,-0,0.70,-4.41,179.2,1.000,0
178.79,728.2,59.4,-0,0.75,-4.48,179.0,1.000,0
178.89,727.0,59.4,-0,0.80,-4.54,178.8,1.000,0
178.99,725.8,59.4,-0,0.84,-4.59,178.7,1.000,0
179.09,724.6,59.3,-0,0.89,-4.63,178.5,1.000,0
179.19,723.4,59.3,-0,0.93,-4.66,178.3,1.000,0
179.29,722.2,59.3,-0,0.97,-4.68,178.1,1.000,0
179.39,721.0,59.3,-0,1.01,-4.70,177.9,1.000,0
179.49,719.9,59.3,-0,1.05,-4.70,177.7,1.000,0
179.59,718.7,59.2,-0,1.08,-4.70,177.5,1.000,0
179.69,717.6,59.2,-0,1.12,-4.68,177.3,1.000,0
179.79,716.4,59.2,-0,1.15,-4.66,177.1,1.000,0
179.89,715.3,59.1,-0,1.18,-4.62,176.9,1.000,0
179.99,714.2,59.1,-0,1.21,-4.58,176.7,1.000,0
180.09,713.1,59.1,-0,1.24,-4.52,176.6,1.000,0
180.19,711.9,59.1,-0,1.27,-4.46,176.4,1.000,0
180.29,710.8,59.0,-0,1.30,-4.39,176.2,1.000,0
180.39,709.7,59.0,-0,1.32,-4.31,176.0,1.000,0
180.49,708.6,59.0,-0,1.35,-4.21,175.9,1.000,0
180.59,707.5,58.9,-0,1.37,-4.12,175.7,1.000,0
180.69,706.4,58.9,-0,1.39,-4.01,175.6,1.000,0
180.79,705.4,58.9,-0,1.41,-3.89,175.4,1.000,0
180.89,704.3,58.8,-0,1.44,-3.76,175.3,1.000,0
180.99,703.2,58.8,-0,1.45,-3.63,175.1,1.000,0
181.09,702.1,58.7,-0,1.47,-3.49,175.0,1.000,0
181.19,701.0,58.7,-0,1.49,-3.35,174.8,1.000,0
181.29,700.0,58.7,-0,1.51,-3.19,174.7,1.000,0
181.39,698.9,58.6,-0,1.52,-3.03,174.6,1.000,0
181.49,697.8,58.6,-0,1.53,-2.87,174.5,1.000,0
181.59,696.8,58.6,-0,1.54,-2.69,174.4,1.000,0
181.69,695.7,58.5,-0,1.55,-2.52,174.3,1.000,0
181.79,694.7,58.5,-0,1.56,-2.34,174.2,1.000,0
181.89,693.6,58.4,-0,1.57,-2.15,174.1,1.000,0
181.99,692.5,58.4,-0,1.58,-1.96,174.0,1.000,0
182.09,691.5,58.4,-0,1.58,-1.77,173.9,1.000,0
182.19,690.4,58.3,-0,1.58,-1.58,173.8,1.000,0
182.29,689.4,58.3,-0,1.59,-1.38,173.7,1.000,0
182.39,688.3,58.2,-0,1.59,-1.18,173.7,1.000,0
182.49,687.3,58.2,-0,1.58,-0.98,173.6,1.000,0
182.59,686.2,58.2,-0,1.58,-0.78,173.6,1.000,0
182.69,685.2,58.1,-0,1.58,-0.57,173.5,1.000,0
182.79,684.1,58.1,-0,1.57,-0.37,173.5,1.000,0
182.89,683.0,58.1,-0,1.56,-0.17,173.5,1.000,0
182.99,682.0,58.0,-0,1.55,0.03,173.5,1.000,0
183.09,680.9,58.0,-0,1.54,0.23,173.4,1.000,0
183.19,679.8,57.9,-0,1.53,0.43,173.4,1.000,0
183.29,678.8,57.9,-0,1.51,0.63,173.5,1.000,0
183.39,677.7,57.9,-0,1.49,0.82,173.5,1.000,0
183.49,676.6,57.8,-0,1.47,1.02,173.5,1.000,0
183.59,675.5,57.8,-0,1.45,1.21,173.5,1.000,0
183.69,674.4,57.8,-0,1.43,1.39,173.6,1.000,0
183.79,673.4,57.8,-0,1.41,1.57,173.6,1.000,0
183.89,672.3,57.7,-0,1.38,1.75,173.7,1.000,0
183.99,671.2,57.7,-0,1.35,1.93,173.7,1.000,0
184.09,670.1,57.7,-0,1.32,2.10,173.8,1.000,0
184.19,668.9,57.6,-0,1.29,2.26,173.9,1.000,0
184.29,667.8,57.6,-0,1.26,2.42,173.9,1.000,0
184.39,666.7,57.6,-0,1.22,2.58,174.0,1.000,0
184.49,665.6,57.6,-0,1.19,2.73,174.1,1.000,0
184.59,664.4,57.6,-0,1.15,2.87,174.2,1.000,0
184.69,663.3,57.5,-0,1.11,3.01,174.3,1.000,0
184.79,662.2,57.5,-0,1.07,3.14,174.4,1.000,0
184.89,661.0,57.5,-0,1.03,3.26,174.6,1.000,0
184.99,659.8,57.5,-0,0.98,3.38,174.7,1.000,0
185.09,658.7,57.5,-0,0.94,3.49,174.8,1.000,0
185.19,657.5,57.5,-0,0.89,3.60,174.9,1.000,0
185.29,656.3,57.5,-0,0.84,3.69,175.1,1.000,0
185.39,655.1,57.5,-0,0.79,3.78,175.2,1.000,0
185.49,653.9,57.5,-0,0.75,3.86,175.4,1.000,0
185.59,652.7,57.5,-0,0.70,3.94,175.5,1.000,0
185.69,651.5,57.5,-0,0.65,4.00,175.7,1.000,0
185.79,650.3,57.5,-0,0.59,4.06,175.8,1.000,0
185.89,649.0,57.5,-0,0.54,4.11,176.0,1.000,0
185.99,647.8,57.5,-0,0.49,4.15,176.1,1.000,0
186.09,646.6,57.5,-0,0.44,4.19,176.3,1.000,0
186.19,645.3,57.5,-0,0.39,4.21,176.5,1.000,0
186.29,644.0,57.5,-0,0.34,4.23,176.6,1.000,0
186.39,642.8,57.5,-0,0.29,4.24,176.8,1.000,0
186.49,641.5,57.5,-0,0.23,4.24,176.9,1.000,0
186.59,640.2,57.5,-0,0.18,4.23,177.1,1.000,0
186.69,638.9,57.5,-0,0.13,4.21,177.3,1.000,0
186.79,637.6,57.6,-0,0.09,4.19,177.4,1.000,0
186.89,636.3,57.6,-0,0.04,4.16,177.6,1.000,0
186.99,634.9,57.6,-0,-0.01,4.11,177.8,1.000,0
187.09,633.6,57.6,-0,-0.06,4.07,177.9,1.000,0
187.19,632.3,57.6,-0,-0.10,4.01,178.1,1.000,0
187.29,630.9,57.7,-0,-0.14,3.95,178.2,1.000,0
187.39,629.6,57.7,-0,-0.19,3.87,178.4,1.000,0
187.49,628.2,57.7,-0,-0.23,3.79,178.5,1.000,0
187.59,626.9,57.8,-0,-0.26,3.71,178.7,1.000,0
187.69,625.5,57.8,-0,-0.30,3.61,178.8,1.000,0
187.79,624.1,57.8,-0,-0.34,3.51,179.0,1.000,0
187.89,622.7,57.8,-0,-0.37,3.41,179.1,1.000,0
187.99,621.4,57.9,-0,-0.40,3.29,179.2,1.000,0
188.09,620.0,57.9,-0,-0.43,3.17,179.4,1.000,0
188.19,618.6,57.9,-0,-0.46,3.05,179.5,1.000,0
188.29,617.2,58.0,-0,-0.48,2.91,179.6,1.000,0
188.39,615.8,58.0,-0,-0.51,2.78,179.7,1.000,0
188.49,614.4,58.1,-0,-0.53,2.63,179.8,1.000,0
188.59,612.9,58.1,-0,-0.54,2.48,179.9,1.000,0
188.69,611.5,58.1,-0,-0.56,2.32,180.0,1.000,0
188.79,610.1,58.2,-0,-0.57,2.16,180.1,1.000,0
188.89,608.7,58.2,-0,-0.58,1.99,180.2,1.000,0
188.99,607.3,58.2,-0,-0.59,1.81,180.3,1.000,0
189.09,605.8,58.3,-0,-0.59,1.63,180.4,1.000,0
189.19,604.4,58.3,-0,-0.59,1.45,180.4,1.000,0
189.29,603.0,58.3,-0,-0.59,1.27,180.5,1.000,0
189.39,601.6,58.4,-0,-0.59,1.08,180.6,1.000,0
189.49,600.1,58.4,-0,-0.58,0.89,180.6,1.000,0
189.59,598.7,58.4,-0,-0.58,0.70,180.6,1.000,0
189.69,597.3,58.5,-0,-0.57,0.50,180.7,1.000,0
189.79,595.9,58.5,-0,-0.56,0.31,180.7,1.000,0
189.89,594.4,58.5,-0,-0.54,0.12,180.7,1.000,0
189.99,593.0,58.6,-0,-0.53,-0.07,180.7,1.000,0
190.09,591.6,58.6,-0,-0.51,-0.26,180.7,1.000,0
190.19,590.2,58.6,-0,-0.49,-0.45,180.7,1.000,0
190.29,588.8,58.6,-0,-0.47,-0.63,180.7,1.000,0
190.39,587.3,58.7,-0,-0.45,-0.82,180.7,1.000,0
190.49,585.9,58.7,-0,-0.43,-0.99,180.7,1.000,0
190.59,584.5,58.7,-0,-0.41,-1.17,180.6,1.000,0
190.69,583.1,58.7,-0,-0.38,-1.33,180.6,1.000,0
190.79,581.7,58.8,-0,-0.36,-1.50,180.5,1.000,0
190.89,580.3,58.8,-0,-0.33,-1.65,180.5,1.000,0
190.99,578.9,58.8,-0,-0.30,-1.80,180.4,1.000,0
191.09,577.6,58.8,-0,-0.28,-1.95,180.4,1.000,0
191.19,576.2,58.8,-0,-0.25,-2.08,180.3,1.000,0
191.29,574.8,58.9,-0,-0.22,-2.21,180.2,1.000,0
191.39,573.4,58.9,-0,-0.19,-2.34,180.1,1.000,0
191.49,572.1,58.9,-0,-0.16,-2.46,180.0,1.000,0
191.59,570.7,58.9,-0,-0.13,-2.57,179.9,1.000,0
191.69,569.3,58.9,-0,-0.10,-2.68,179.8,1.000,0
191.79,568.0,58.9,-0,-0.07,-2.78,179.7,1.000,0
191.89,566.6,58.9,-0,-0.04,-2.87,179.5,1.000,0
191.99,565.3,59.0,-0,-0.01,-2.96,179.4,1.000,0
192.09,564.0,59.0,-0,0.02,-3.05,179.3,1.000,0
192.19,562.6,59.0,-0,0.05,-3.12,179.2,1.000,0
192.29,561.3,59.0,-0,0.08,-3.19,179.0,1.000,0
192.39,560.0,59.0,-0,0.11,-3.26,178.9,1.000,0
192.49,558.7,59.0,-0,0.14,-3.32,178.7,1.000,0
192.59,557.4,59.0,-0,0.17,-3.37,178.6,1.000,0
192.69,556.0,59.0,-0,0.20,-3.41,178.5,1.000,0
192.79,554.7,59.0,-0,0.23,-3.45,178.3,1.000,0
192.89,553.5,59.0,-0,0.26,-3.48,178.2,1.000,0
192.99,552.2,59.0,-0,0.29,-3.50,178.0,1.000,0
193.09,550.9,59.0,-0,0.32,-3.51,177.9,1.000,0
193.19,549.6,59.0,-0,0.35,-3.52,177.7,1.000,0
193.29,548.3,59.0,-0,0.38,-3.52,177.6,1.000,0
193.39,547.1,59.0,-0,0.41,-3.51,177.5,1.000,0
193.49,545.8,59.0,-0,0.43,-3.50,177.3,1.000,0
193.59,544.6,59.0,-0,0.46,-3.48,177.2,1.000,0
193.69,543.3,59.0,-0,0.49,-3.45,177.0,1.000,0
193.79,542.1,59.0,-0,0.52,-3.41,176.9,1.000,0
193.89,540.8,59.0,-0,0.55,-3.37,176.8,1.000,0
193.99,539.6,59.0,-0,0.57,-3.32,176.6,1.000,0
194.09,538.4,59.0,-0,0.60,-3.26,176.5,1.000,0
194.19,537.1,59.0,-0,0.63,-3.20,176.4,1.000,0
194.29,535.9,59.0,-0,0.66,-3.13,176.3,1.000,0
194.39,534.7,58.9,-0,0.68,-3.05,176.1,1.000,0
194.49,533.5,58.9,-0,0.71,-2.96,176.0,1.000,0
194.59,532.3,58.9,-0,0.74,-2.87,175.9,1.000,0
194.69,531.1,58.9,-0,0.76,-2.78,175.8,1.000,0
194.79,529.9,58.9,-0,0.79,-2.68,175.7,1.000,0
194.89,528.7,58.9,-0,0.82,-2.57,175.6,1.000,0
194.99,527.5,58.9,-0,0.84,-2.46,175.5,1.000,0
195.09,526.4,58.8,-0,0.87,-2.34,175.4,1.000,0
195.19,525.2,58.8,-0,0.89,-2.22,175.3,1.000,0
195.29,524.0,58.8,-0,0.92,-2.10,175.2,1.000,0
195.39,522.8,58.8,-0,0.94,-1.97,175.1,1.000,0
195.49,521.7,58.8,-0,0.97,-1.83,175.0,1.000,0
195.59,520.5,58.7,-0,0.99,-1.70,174.9,1.000,0
195.69,519.4,58.7,-0,1.01,-1.56,174.9,1.000,0
195.79,518.2,58.7,-0,1.03,-1.41,174.8,1.000,0
195.89,517.1,58.7,-0,1.05,-1.27,174.7,1.000,0
195.99,515.9,58.6,-0,1.07,-1.12,174.7,1.000,0
196.09,514.8,58.6,-0,1.09,-0.98,174.6,1.000,0
196.19,513.6,58.6,-0,1.11,-0.83,174.6,1.000,0
196.29,512.5,58.6,-0,1.12,-0.67,174.5,1.000,0
196.39,511.4,58.5,-0,1.14,-0.52,174.5,1.000,0
196.49,510.2,58.5,-0,1.15,-0.37,174.5,1.000,0
196.59,509.1,58.5,-0,1.16,-0.22,174.5,1.000,0
196.69,508.0,58.5,-0,1.18,-0.07,174.4,1.000,0
196.79,506.8,58.4,-0,1.19,0.08,174.4,1.000,0
196.89,505.7,58.4,-0,1.20,0.23,174.4,1.000,0
196.99,504.6,58.4,-0,1.20,0.38,174.4,1.000,0
197.09,503.5,58.4,-0,1.21,0.53,174.4,1.000,0
197.19,502.3,58.3,-0,1.22,0.68,174.4,1.000,0
197.29,501.2,58.3,-0,1.22,0.82,174.5,1.000,0
197.39,500.1,58.3,-0,1.22,0.96,174.5,1.000,0
197.49,499.0,58.3,-0,1.22,1.10,174.5,1.000,0
197.59,497.8,58.2,-0,1.22,1.24,174.6,1.000,0
197.69,496.7,58.2,-0,1.22,1.38,174.6,1.000,0
197.79,495.6,58.2,-0,1.21,1.51,174.7,1.000,0
197.89,494.5,58.2,-0,1.21,1.63,174.7,1.000,0
197.99,493.4,58.1,-0,1.20,1.76,174.8,1.000,0
198.09,492.2,58.1,-0,1.19,1.88,174.8,1.000,0
198.19,491.1,58.1,-0,1.18,1.99,174.9,1.000,0
198.29,490.0,58.1,-0,1.17,2.10,175.0,1.000,0
198.39,488.8,58.0,-0,1.16,2.21,175.0,1.000,0
198.49,487.7,58.0,-0,1.14,2.31,175.1,1.000,0
198.59,486.6,58.0,-0,1.13,2.41,175.2,1.000,0
198.69,485.4,58.0,-0,1.11,2.50,175.3,1.000,0
198.79,484.3,58.0,-0,1.09,2.59,175.4,1.000,0
198.89,483.1,57.9,-0,1.07,2.67,175.5,1.000,0
198.99,482.0,57.9,-0,1.05,2.75,175.6,1.000,0
199.09,480.8,57.9,-0,1.02,2.82,175.7,1.000,0
199.19,479.7,57.9,-0,1.00,2.88,175.8,1.000,0
199.29,478.5,57.9,-0,0.98,2.94,175.9,1.000,0
199.39,477.4,57.9,-0,0.95,2.99,176.0,1.000,0
199.49,476.2,57.8,-0,0.92,3.04,176.2,1.000,0
199.59,475.0,57.8,-0,0.89,3.08,176.3,1.000,0
199.69,473.8,57.8,-0,0.86,3.12,176.4,1.000,0
199.79,472.7,57.8,-0,0.83,3.14,176.5,1.000,0
199.89,471.5,57.8,-0,0.80,3.17,176.6,1.000,0
199.99,470.3,57.8,-0,0.77,3.18,176.7,1.000,0
200.09,469.1,57.8,-0,0.74,3.19,176.9,1.000,0
200.19,467.9,57.8,-0,0.71,3.19,177.0,1.000,0
200.29,466.7,57.8,-0,0.68,3.19,177.1,1.000,0
200.39,465.5,57.8,-0,0.64,3.18,177.2,1.000,0
200.49,464.3,57.8,-0,0.61,3.17,177.4,1.000,0
200.59,463.0,57.8,-0,0.58,3.14,177.5,1.000,0
200.69,461.8,57.8,-0,0.54,3.12,177.6,1.000,0
200.79,460.6,57.8,-0,0.51,3.08,177.7,1.000,0
200.89,459.3,57.8,-0,0.48,3.04,177.8,1.000,0
200.99,458.1,57.8,-0,0.44,3.00,178.0,1.000,0
201.09,456.8,57.8,-0,0.41,2.95,178.1,1.000,0
201.19,455.6,57.8,-0,0.38,2.89,178.2,1.000,0
201.29,454.3,57.8,-0,0.35,2.83,178.3,1.000,0
201.39,453.1,57.8,-0,0.32,2.76,178.4,1.000,0
201.49,451.8,57.8,-0,0.29,2.68,178.5,1.000,0
201.59,450.5,57.9,-0,0.26,2.61,178.6,1.000,0
201.69,449.2,57.9,-0,0.23,2.52,178.7,1.000,0
201.79,448.0,57.9,-0,0.20,2.44,178.8,1.000,0
201.89,446.7,57.9,-0,0.17,2.34,178.9,1.000,0
201.99,445.4,57.9,-0,0.14,2.25,179.0,1.000,0
202.09,444.1,57.9,-0,0.12,2.15,179.1,1.000,0
202.19,442.8,57.9,-0,0.09,2.04,179.2,1.000,0
202.29,441.5,58.0,-0,0.07,1.93,179.3,1.000,0
202.39,440.2,58.0,-0,0.05,1.82,179.3,1.000,0
202.49,438.9,58.0,-0,0.03,1.71,179.4,1.000,0
202.59,437.5,58.0,-0,0.01,1.59,179.5,1.000,0
202.69,436.2,58.0,-0,-0.01,1.47,179.5,1.000,0
202.79,434.9,58.1,-0,-0.03,1.35,179.6,1.000,0
202.89,433.6,58.1,-0,-0.04,1.22,179.6,1.000,0
202.99,432.2,58.1,-0,-0.05,1.10,179.7,1.000,0
203.09,430.9,58.1,-0,-0.07,0.97,179.7,1.000,0
203.19,429.6,58.1,-0,-0.08,0.84,179.8,1.000,0
203.29,428.2,58.2,-0,-0.09,0.71,179.8,1.000,0
203.39,426.9,58.2,-0,-0.09,0.58,179.8,1.000,0
203.49,425.6,58.2,-0,-0.10,0.45,179.9,1.000,0
203.59,424.2,58.2,-0,-0.11,0.31,179.9,1.000,0
203.69,422.9,58.2,-0,-0.11,0.18,179.9,1.000,0
203.79,421.5,58.3,-0,-0.12,0.05,179.9,1.000,0
203.89,420.2,58.3,-0,-0.12,-0.08,179.9,1.000,0
203.99,418.8,58.3,-0,-0.12,-0.21,179.9,1.000,0
204.09,417.5,58.3,-0,-0.12,-0.34,179.9,1.000,0
204.19,416.2,58.3,-0,-0.12,-0.47,179.9,1.000,0
204.29,414.8,58.3,-0,-0.12,-0.59,179.9,1.000,0
204.39,413.5,58.4,-0,-0.11,-0.72,179.8,1.000,0
204.49,412.1,58.4,-0,-0.11,-0.84,179.8,1.000,0
204.59,410.8,58.4,-0,-0.11,-0.96,179.8,1.000,0
204.69,409.4,58.4,-0,-0.10,-1.08,179.7,1.000,0
204.79,408.1,58.4,-0,-0.09,-1.19,179.7,1.000,0
204.89,406.7,58.5,-0,-0.09,-1.31,179.6,1.000,0
204.99,405.4,58.5,-0,-0.08,-1.42,179.6,1.000,0
205.09,404.1,58.5,-0,-0.07,-1.52,179.5,1.000,0
205.19,402.7,58.5,-0,-0.06,-1.62,179.5,1.000,0
205.29,401.4,58.5,-0,-0.05,-1.72,179.4,1.000,0
