time_s,altitude_ft,airspeed_kts,vspeed_fpm,pitch_deg,roll_deg,heading_deg,throttle,rpm
124.29,1494.0,48.9,-0,2.23,-6.32,192.6,1.000,0
124.39,1493.0,48.9,-0,1.72,-7.07,192.5,1.000,0
124.49,1491.8,49.0,-0,1.20,-7.81,192.3,1.000,0
124.59,1490.6,49.0,-0,0.68,-8.53,192.1,1.000,0
124.69,1489.3,49.1,-0,0.16,-9.22,191.9,1.000,0
124.79,1487.9,49.2,-0,-0.35,-9.90,191.7,1.000,0
124.89,1486.5,49.3,-0,-0.87,-10.55,191.4,1.000,0
124.99,1484.9,49.5,-0,-1.39,-11.17,191.1,1.000,0
125.09,1483.3,49.6,-0,-1.90,-11.77,190.7,1.000,0
125.19,1481.6,49.8,-0,-2.41,-12.34,190.4,1.000,0
125.29,1479.8,50.0,-0,-2.92,-12.87,189.9,1.000,0
125.39,1477.9,50.2,-0,-3.43,-13.37,189.5,1.000,0
125.49,1476.0,50.4,-0,-3.93,-13.84,189.0,1.000,0
125.59,1474.0,50.6,-0,-4.43,-14.28,188.5,1.000,0
125.69,1471.9,50.8,-0,-4.92,-14.67,188.0,1.000,0
125.79,1469.7,51.1,-0,-5.40,-15.03,187.4,1.000,0
125.89,1467.5,51.3,-0,-5.88,-15.35,186.8,1.000,0
125.99,1465.1,51.6,-0,-6.35,-15.62,186.2,1.000,0
126.09,1462.7,51.9,-0,-6.81,-15.85,185.5,1.000,0
126.19,1460.3,52.2,-0,-7.26,-16.04,184.8,1.000,0
126.29,1457.8,52.5,-0,-7.70,-16.18,184.1,1.000,0
126.39,1455.2,52.8,-0,-8.12,-16.28,183.4,1.000,0
126.49,1452.5,53.2,-0,-8.53,-16.33,182.7,1.000,0
126.59,1449.8,53.5,-0,-8.93,-16.34,181.9,1.000,0
126.69,1447.0,53.8,-0,-9.31,-16.32,181.2,1.000,0
126.79,1444.2,54.2,-0,-9.67,-16.26,180.4,1.000,0
126.89,1441.3,54.6,-0,-10.01,-16.17,179.6,1.000,0
126.99,1438.4,54.9,-0,-10.34,-16.04,178.8,1.000,0
127.09,1435.4,55.3,-0,-10.64,-15.89,178.1,1.000,0
127.19,1432.3,55.7,-0,-10.92,-15.71,177.3,1.000,0
127.29,1429.3,56.0,-0,-11.17,-15.50,176.5,1.000,0
127.39,1426.1,56.4,-0,-11.40,-15.26,175.8,1.000,0
127.49,1423.0,56.8,-0,-11.61,-15.00,175.0,1.000,0
127.59,1419.8,57.2,-0,-11.78,-14.71,174.3,1.000,0
127.69,1416.5,57.6,-0,-11.93,-14.39,173.6,1.000,0
127.79,1413.3,58.0,-0,-12.05,-14.04,172.9,1.000,0
127.89,1410.0,58.4,-0,-12.13,-13.67,172.2,1.000,0
127.99,1406.7,58.8,-0,-12.19,-13.28,171.6,1.000,0
128.09,1403.3,59.1,-0,-12.21,-12.85,171.0,1.000,0
128.19,1400.0,59.5,-0,-12.20,-12.41,170.4,1.000,0
128.29,1396.6,59.9,-0,-12.15,-11.94,169.9,1.000,0
128.39,1393.3,60.2,-0,-12.08,-11.44,169.3,1.000,0
128.49,1389.9,60.6,-0,-11.98,-10.92,168.9,1.000,0
128.59,1386.5,60.9,-0,-11.86,-10.38,168.4,1.000,0
128.69,1383.2,61.3,-0,-11.70,-9.82,168.0,1.000,0
128.79,1379.8,61.6,-0,-11.53,-9.24,167.6,1.000,0
128.89,1376.5,61.9,-0,-11.33,-8.63,167.2,1.000,0
128.99,1373.1,62.3,-0,-11.10,-8.01,166.9,1.000,0
129.09,1369.8,62.6,-0,-10.86,-7.37,166.6,1.000,0
129.19,1366.6,62.9,-0,-10.60,-6.71,166.4,1.000,0
129.29,1363.3,63.2,-0,-10.31,-6.03,166.2,1.000,0
129.39,1360.1,63.4,-0,-10.02,-5.35,166.0,1.000,0
129.49,1356.9,63.7,-0,-9.70,-4.64,165.8,1.000,0
129.59,1353.8,64.0,-0,-9.37,-3.93,165.7,1.000,0
129.69,1350.7,64.2,-0,-9.03,-3.21,165.6,1.000,0
129.79,1347.7,64.4,-0,-8.68,-2.48,165.5,1.000,0
129.89,1344.7,64.7,-0,-8.32,-1.75,165.5,1.000,0
129.99,1341.7,64.9,-0,-7.94,-1.01,165.4,1.000,0
130.09,1338.8,65.1,-0,-7.56,-0.27,165.4,1.000,0
130.19,1336.0,65.2,-0,-7.17,0.47,165.5,1.000,0
130.29,1333.3,65.4,-0,-6.78,1.20,165.5,1.000,0
130.39,1330.6,65.6,-0,-6.38,1.93,165.6,1.000,0
130.49,1327.9,65.7,-0,-5.97,2.64,165.7,1.000,0
130.59,1325.4,65.8,-0,-5.57,3.35,165.9,1.000,0
130.69,1322.9,66.0,-0,-5.16,4.05,166.0,1.000,0
130.79,1320.5,66.1,-0,-4.74,4.73,166.2,1.000,0
130.89,1318.1,66.2,-0,-4.33,5.39,166.4,1.000,0
130.99,1315.9,66.2,-0,-3.92,6.04,166.6,1.000,0
131.09,1313.7,66.3,-0,-3.51,6.66,166.9,1.000,0
131.19,1311.5,66.3,-0,-3.10,7.26,167.2,1.000,0
131.29,1309.5,66.4,-0,-2.70,7.84,167.5,1.000,0
131.39,1307.5,66.4,-0,-2.30,8.39,167.8,1.000,0
131.49,1305.6,66.4,-0,-1.90,8.92,168.1,1.000,0
131.59,1303.8,66.4,-0,-1.51,9.42,168.5,1.000,0
131.69,1302.0,66.4,-0,-1.13,9.89,168.9,1.000,0
131.79,1300.4,66.4,-0,-0.75,10.33,169.3,1.000,0
131.89,1298.8,66.3,-0,-0.38,10.74,169.7,1.000,0
131.99,1297.2,66.3,-0,-0.02,11.12,170.1,1.000,0
132.09,1295.8,66.2,-0,0.33,11.47,170.6,1.000,0
132.19,1294.4,66.2,-0,0.68,11.79,171.0,1.000,0
132.29,1293.1,66.1,-0,1.02,12.07,171.5,1.000,0
132.39,1291.8,66.0,-0,1.34,12.33,172.0,1.000,0
132.49,1290.7,65.9,-0,1.66,12.55,172.5,1.000,0
132.59,1289.5,65.8,-0,1.97,12.74,173.0,1.000,0
132.69,1288.5,65.7,-0,2.27,12.90,173.6,1.000,0
132.79,1287.5,65.5,-0,2.56,13.03,174.1,1.000,0
132.89,1286.6,65.4,-0,2.84,13.13,174.6,1.000,0
132.99,1285.7,65.3,-0,3.12,13.20,175.2,1.000,0
133.09,1284.9,65.1,-0,3.38,13.24,175.7,1.000,0
133.19,1284.1,65.0,-0,3.64,13.25,176.3,1.000,0
133.29,1283.4,64.8,-0,3.88,13.23,176.8,1.000,0
133.39,1282.8,64.6,-0,4.12,13.18,177.3,1.000,0
133.49,1282.2,64.4,-0,4.36,13.10,177.9,1.000,0
133.59,1281.6,64.3,-0,4.58,12.99,178.4,1.000,0
133.69,1281.1,64.1,-0,4.80,12.84,178.9,1.000,0
133.79,1280.7,63.9,-0,5.01,12.66,179.4,1.000,0
133.89,1280.3,63.7,-0,5.21,12.43,179.9,1.000,0
133.99,1279.9,63.5,-0,5.40,12.17,180.4,1.000,0
134.09,1279.5,63.3,-0,5.59,11.88,180.9,1.000,0
134.19,1279.2,63.1,-0,5.77,11.55,181.4,1.000,0
134.29,1279.0,62.8,-0,5.95,11.18,181.9,1.000,0
134.39,1278.8,62.6,-0,6.11,10.79,182.3,1.000,0
134.49,1278.6,62.4,-0,6.28,10.36,182.7,1.000,0
134.59,1278.4,62.2,-0,6.43,9.90,183.2,1.000,0
134.69,1278.2,61.9,-0,6.59,9.42,183.6,1.000,0
134.79,1278.1,61.7,-0,6.73,8.91,183.9,1.000,0
134.89,1278.0,61.4,-0,6.88,8.38,184.3,1.000,0
134.99,1278.0,61.2,-0,7.01,7.83,184.7,1.000,0
135.09,1277.9,61.0,-0,7.15,7.26,185.0,1.000,0
135.19,1277.9,60.7,-0,7.27,6.67,185.3,1.000,0
135.29,1277.9,60.5,-0,7.39,6.07,185.6,1.000,0
135.39,1277.9,60.2,-0,7.50,5.46,185.8,1.000,0
135.49,1277.9,59.9,-0,7.60,4.83,186.1,1.000,0
135.59,1278.0,59.7,-0,7.70,4.20,186.3,1.000,0
135.69,1278.0,59.4,-0,7.78,3.55,186.5,1.000,0
135.79,1278.1,59.2,-0,7.86,2.91,186.6,1.000,0
135.89,1278.1,58.9,-0,7.93,2.26,186.8,1.000,0
135.99,1278.2,58.6,-0,7.99,1.61,186.9,1.000,0
136.09,1278.2,58.4,-0,8.03,0.96,187.0,1.000,0
136.19,1278.3,58.1,-0,8.07,0.32,187.0,1.000,0
136.29,1278.3,57.9,-0,8.09,-0.32,187.1,1.000,0
136.39,1278.4,57.6,-0,8.11,-0.96,187.1,1.000,0
136.49,1278.4,57.4,-0,8.10,-1.58,187.1,1.000,0
136.59,1278.5,57.1,-0,8.09,-2.20,187.0,1.000,0
136.69,1278.5,56.9,-0,8.06,-2.80,187.0,1.000,0
136.79,1278.5,56.6,-0,8.02,-3.40,186.9,1.000,0
136.89,1278.5,56.4,-0,7.96,-3.98,186.8,1.000,0
136.99,1278.5,56.1,-0,7.89,-4.54,186.6,1.000,0
137.09,1278.4,55.9,-0,7.80,-5.09,186.5,1.000,0
137.19,1278.3,55.7,-0,7.70,-5.62,186.3,1.000,0
137.29,1278.3,55.5,-0,7.58,-6.13,186.1,1.000,0
137.39,1278.1,55.3,-0,7.45,-6.62,185.9,1.000,0
137.49,1278.0,55.1,-0,7.30,-7.09,185.6,1.000,0
137.59,1277.8,54.9,-0,7.13,-7.53,185.3,1.000,0
137.69,1277.6,54.7,-0,6.95,-7.96,185.1,1.000,0
137.79,1277.3,54.5,-0,6.76,-8.36,184.8,1.000,0
137.89,1277.1,54.3,-0,6.54,-8.74,184.4,1.000,0
137.99,1276.7,54.2,-0,6.32,-9.09,184.1,1.000,0
138.09,1276.4,54.0,-0,6.08,-9.42,183.8,1.000,0
138.19,1276.0,53.9,-0,5.82,-9.72,183.4,1.000,0
138.29,1275.5,53.7,-0,5.56,-9.99,183.0,1.000,0
138.39,1275.1,53.6,-0,5.27,-10.23,182.6,1.000,0
138.49,1274.5,53.5,-0,4.98,-10.45,182.2,1.000,0
138.59,1274.0,53.4,-0,4.68,-10.64,181.8,1.000,0
138.69,1273.3,53.3,-0,4.36,-10.80,181.4,1.000,0
138.79,1272.7,53.2,-0,4.04,-10.94,181.0,1.000,0
138.89,1271.9,53.2,-0,3.70,-11.06,180.6,1.000,0
138.99,1271.2,53.1,-0,3.36,-11.15,180.1,1.000,0
139.09,1270.3,53.1,-0,3.02,-11.23,179.7,1.000,0
139.19,1269.5,53.0,-0,2.67,-11.28,179.3,1.000,0
139.29,1268.6,53.0,-0,2.31,-11.31,178.8,1.000,0
139.39,1267.6,53.0,-0,1.95,-11.33,178.4,1.000,0
139.49,1266.6,53.0,-0,1.59,-11.32,177.9,1.000,0
139.59,1265.5,53.0,-0,1.23,-11.29,177.5,1.000,0
139.69,1264.3,53.0,-0,0.87,-11.25,177.0,1.000,0
139.79,1263.2,53.1,-0,0.51,-11.18,176.6,1.000,0
139.89,1261.9,53.1,-0,0.16,-11.10,176.1,1.000,0
139.99,1260.6,53.2,-0,-0.19,-10.99,175.7,1.000,0
140.09,1259.3,53.3,-0,-0.54,-10.86,175.3,1.000,0
140.19,1257.9,53.3,-0,-0.88,-10.72,174.8,1.000,0
140.29,1256.5,53.4,-0,-1.21,-10.55,174.4,1.000,0
140.39,1255.0,53.5,-0,-1.54,-10.37,174.0,1.000,0
140.49,1253.4,53.6,-0,-1.86,-10.16,173.6,1.000,0
140.59,1251.9,53.7,-0,-2.17,-9.94,173.2,1.000,0
140.69,1250.2,53.9,-0,-2.46,-9.69,172.8,1.000,0
140.79,1248.6,54.0,-0,-2.75,-9.43,172.4,1.000,0
140.89,1246.8,54.1,-0,-3.03,-9.15,172.1,1.000,0
140.99,1245.1,54.3,-0,-3.29,-8.85,171.7,1.000,0
141.09,1243.3,54.4,-0,-3.54,-8.53,171.3,1.000,0
141.19,1241.4,54.6,-0,-3.77,-8.19,171.0,1.000,0
141.29,1239.5,54.7,-0,-4.00,-7.84,170.7,1.000,0
141.39,1237.6,54.9,-0,-4.21,-7.47,170.3,1.000,0
141.49,1235.6,55.1,-0,-4.40,-7.08,170.0,1.000,0
141.59,1233.6,55.3,-0,-4.58,-6.68,169.8,1.000,0
141.69,1231.6,55.4,-0,-4.75,-6.27,169.5,1.000,0
141.79,1229.6,55.6,-0,-4.90,-5.84,169.2,1.000,0
141.89,1227.5,55.8,-0,-5.04,-5.40,169.0,1.000,0
141.99,1225.4,56.0,-0,-5.17,-4.95,168.7,1.000,0
142.09,1223.2,56.2,-0,-5.28,-4.49,168.5,1.000,0
142.19,1221.0,56.4,-0,-5.38,-4.02,168.3,1.000,0
142.29,1218.9,56.6,-0,-5.46,-3.54,168.2,1.000,0
142.39,1216.6,56.8,-0,-5.53,-3.05,168.0,1.000,0
142.49,1214.4,57.0,-0,-5.59,-2.56,167.9,1.000,0
142.59,1212.2,57.1,-0,-5.63,-2.06,167.7,1.000,0
142.69,1209.9,57.3,-0,-5.66,-1.56,167.6,1.000,0
142.79,1207.7,57.5,-0,-5.68,-1.06,167.5,1.000,0
142.89,1205.4,57.7,-0,-5.69,-0.55,167.5,1.000,0
142.99,1203.1,57.9,-0,-5.68,-0.04,167.4,1.000,0
143.09,1200.8,58.1,-0,-5.67,0.46,167.4,1.000,0
143.19,1198.5,58.3,-0,-5.64,0.96,167.4,1.000,0
143.29,1196.2,58.5,-0,-5.61,1.46,167.4,1.000,0
143.39,1193.9,58.7,-0,-5.56,1.96,167.5,1.000,0
143.49,1191.6,58.8,-0,-5.51,2.45,167.6,1.000,0
143.59,1189.3,59.0,-0,-5.44,2.93,167.6,1.000,0
143.69,1187.0,59.2,-0,-5.37,3.41,167.8,1.000,0
143.79,1184.7,59.4,-0,-5.30,3.87,167.9,1.000,0
143.89,1182.4,59.5,-0,-5.21,4.33,168.0,1.000,0
143.99,1180.1,59.7,-0,-5.12,4.78,168.2,1.000,0
144.09,1177.8,59.9,-0,-5.02,5.21,168.4,1.000,0
144.19,1175.6,60.0,-0,-4.92,5.63,168.6,1.000,0
144.29,1173.3,60.2,-0,-4.81,6.04,168.8,1.000,0
144.39,1171.1,60.3,-0,-4.70,6.44,169.1,1.000,0
144.49,1168.9,60.5,-0,-4.59,6.82,169.3,1.000,0
144.59,1166.7,60.6,-0,-4.47,7.18,169.6,1.000,0
144.69,1164.5,60.7,-0,-4.34,7.52,169.9,1.000,0
144.79,1162.3,60.9,-0,-4.22,7.85,170.2,1.000,0
144.89,1160.2,61.0,-0,-4.09,8.16,170.5,1.000,0
144.99,1158.0,61.1,-0,-3.96,8.46,170.9,1.000,0
145.09,1155.9,61.2,-0,-3.83,8.73,171.2,1.000,0
145.19,1153.8,61.3,-0,-3.69,8.98,171.6,1.000,0
145.29,1151.8,61.4,-0,-3.56,9.21,172.0,1.000,0
145.39,1149.7,61.5,-0,-3.42,9.43,172.3,1.000,0
145.49,1147.7,61.6,-0,-3.28,9.62,172.7,1.000,0
145.59,1145.7,61.7,-0,-3.14,9.79,173.1,1.000,0
145.69,1143.8,61.8,-0,-2.99,9.93,173.5,1.000,0
145.79,1141.9,61.9,-0,-2.85,10.06,173.9,1.000,0
145.89,1139.9,61.9,-0,-2.70,10.16,174.3,1.000,0
145.99,1138.1,62.0,-0,-2.56,10.24,174.8,1.000,0
146.09,1136.2,62.1,-0,-2.41,10.30,175.2,1.000,0
146.19,1134.4,62.1,-0,-2.26,10.34,175.6,1.000,0
146.29,1132.6,62.2,-0,-2.10,10.35,176.0,1.000,0
146.39,1130.8,62.2,-0,-1.95,10.34,176.4,1.000,0
146.49,1129.1,62.3,-0,-1.79,10.31,176.8,1.000,0
146.59,1127.4,62.3,-0,-1.64,10.26,177.3,1.000,0
146.69,1125.7,62.3,-0,-1.48,10.18,177.7,1.000,0
146.79,1124.1,62.4,-0,-1.32,10.09,178.1,1.000,0
146.89,1122.5,62.4,-0,-1.16,9.97,178.5,1.000,0
146.99,1120.9,62.4,-0,-1.00,9.82,178.9,1.000,0
147.09,1119.4,62.4,-0,-0.83,9.65,179.3,1.000,0
147.19,1117.9,62.4,-0,-0.67,9.45,179.6,1.000,0
147.29,1116.4,62.4,-0,-0.50,9.22,180.0,1.000,0
147.39,1115.0,62.4,-0,-0.33,8.97,180.4,1.000,0
147.49,1113.5,62.4,-0,-0.16,8.68,180.7,1.000,0
147.59,1112.2,62.4,-0,0.01,8.37,181.1,1.000,0
147.69,1110.8,62.4,-0,0.18,8.04,181.4,1.000,0
147.79,1109.5,62.3,-0,0.35,7.69,181.8,1.000,0
147.89,1108.2,62.3,-0,0.53,7.31,182.1,1.000,0
147.99,1107.0,62.3,-0,0.71,6.91,182.4,1.000,0
148.09,1105.8,62.2,-0,0.89,6.49,182.7,1.000,0
148.19,1104.6,62.2,-0,1.07,6.05,182.9,1.000,0
148.29,1103.5,62.1,-0,1.25,5.60,183.2,1.000,0
148.39,1102.3,62.0,-0,1.43,5.14,183.4,1.000,0
148.49,1101.3,62.0,-0,1.62,4.66,183.7,1.000,0
148.59,1100.2,61.9,-0,1.80,4.17,183.9,1.000,0
148.69,1099.2,61.8,-0,1.98,3.68,184.1,1.000,0
148.79,1098.2,61.7,-0,2.16,3.17,184.2,1.000,0
148.89,1097.3,61.6,-0,2.34,2.66,184.4,1.000,0
148.99,1096.4,61.5,-0,2.52,2.15,184.5,1.000,0
149.09,1095.5,61.4,-0,2.69,1.64,184.6,1.000,0
149.19,1094.6,61.3,-0,2.86,1.12,184.7,1.000,0
149.29,1093.8,61.2,-0,3.03,0.61,184.8,1.000,0
149.39,1093.0,61.1,-0,3.19,0.10,184.8,1.000,0
149.49,1092.2,61.0,-0,3.35,-0.40,184.8,1.000,0
149.59,1091.4,60.8,-0,3.50,-0.90,184.8,1.000,0
149.69,1090.7,60.7,-0,3.65,-1.39,184.8,1.000,0
149.79,1090.0,60.6,-0,3.79,-1.87,184.8,1.000,0
149.89,1089.3,60.4,-0,3.92,-2.34,184.7,1.000,0
149.99,1088.7,60.3,-0,4.04,-2.79,184.6,1.000,0
150.09,1088.0,60.2,-0,4.16,-3.24,184.5,1.000,0
150.19,1087.4,60.0,-0,4.27,-3.67,184.4,1.000,0
150.29,1086.8,59.9,-0,4.37,-4.09,184.2,1.000,0
150.39,1086.2,59.7,-0,4.46,-4.49,184.1,1.000,0
150.49,1085.6,59.6,-0,4.54,-4.87,183.9,1.000,0
150.59,1085.0,59.4,-0,4.60,-5.24,183.7,1.000,0
150.69,1084.5,59.3,-0,4.66,-5.59,183.4,1.000,0
150.79,1083.9,59.1,-0,4.71,-5.91,183.2,1.000,0
150.89,1083.4,59.0,-0,4.75,-6.22,182.9,1.000,0
150.99,1082.8,58.8,-0,4.78,-6.51,182.7,1.000,0
151.09,1082.3,58.7,-0,4.79,-6.78,182.4,1.000,0
151.19,1081.7,58.5,-0,4.80,-7.02,182.1,1.000,0
151.29,1081.2,58.4,-0,4.80,-7.24,181.8,1.000,0
151.39,1080.7,58.2,-0,4.78,-7.45,181.5,1.000,0
151.49,1080.1,58.1,-0,4.76,-7.62,181.2,1.000,0
151.59,1079.6,58.0,-0,4.72,-7.78,180.9,1.000,0
151.69,1079.0,57.8,-0,4.68,-7.92,180.5,1.000,0
151.79,1078.5,57.7,-0,4.63,-8.05,180.2,1.000,0
151.89,1077.9,57.6,-0,4.57,-8.15,179.9,1.000,0
151.99,1077.3,57.4,-0,4.50,-8.25,179.5,1.000,0
152.09,1076.8,57.3,-0,4.42,-8.32,179.2,1.000,0
152.19,1076.2,57.2,-0,4.33,-8.38,178.8,1.000,0
152.29,1075.6,57.1,-0,4.24,-8.43,178.5,1.000,0
152.39,1074.9,57.0,-0,4.14,-8.46,178.1,1.000,0
152.49,1074.3,56.9,-0,4.04,-8.47,177.8,1.000,0
152.59,1073.6,56.7,-0,3.92,-8.47,177.5,1.000,0
152.69,1073.0,56.6,-0,3.81,-8.45,177.1,1.000,0
152.79,1072.3,56.6,-0,3.68,-8.41,176.8,1.000,0
152.89,1071.6,56.5,-0,3.56,-8.36,176.5,1.000,0
152.99,1070.8,56.4,-0,3.42,-8.30,176.1,1.000,0
153.09,1070.1,56.3,-0,3.29,-8.22,175.8,1.000,0
153.19,1069.3,56.2,-0,3.15,-8.12,175.5,1.000,0
153.29,1068.5,56.2,-0,3.01,-8.00,175.2,1.000,0
153.39,1067.7,56.1,-0,2.86,-7.87,174.9,1.000,0
153.49,1066.9,56.0,-0,2.71,-7.73,174.6,1.000,0
153.59,1066.0,56.0,-0,2.56,-7.57,174.3,1.000,0
153.69,1065.1,55.9,-0,2.41,-7.39,174.1,1.000,0
153.79,1064.2,55.9,-0,2.26,-7.20,173.8,1.000,0
153.89,1063.3,55.9,-0,2.10,-7.00,173.5,1.000,0
153.99,1062.3,55.8,-0,1.95,-6.78,173.3,1.000,0
154.09,1061.3,55.8,-0,1.80,-6.55,173.0,1.000,0
154.19,1060.3,55.8,-0,1.65,-6.31,172.8,1.000,0
154.29,1059.3,55.8,-0,1.50,-6.05,172.5,1.000,0
154.39,1058.2,55.7,-0,1.34,-5.78,172.3,1.000,0
154.49,1057.2,55.7,-0,1.20,-5.50,172.1,1.000,0
154.59,1056.0,55.7,-0,1.05,-5.21,171.9,1.000,0
154.69,1054.9,55.7,-0,0.90,-4.91,171.7,1.000,0
154.79,1053.8,55.7,-0,0.76,-4.60,171.5,1.000,0
154.89,1052.6,55.7,-0,0.61,-4.28,171.3,1.000,0
154.99,1051.4,55.8,-0,0.47,-3.95,171.1,1.000,0
155.09,1050.1,55.8,-0,0.33,-3.62,171.0,1.000,0
155.19,1048.9,55.8,-0,0.20,-3.28,170.8,1.000,0
155.29,1047.6,55.8,-0,0.07,-2.93,170.7,1.000,0
155.39,1046.3,55.8,-0,-0.06,-2.58,170.6,1.000,0
155.49,1045.0,55.9,-0,-0.19,-2.23,170.4,1.000,0
155.59,1043.6,55.9,-0,-0.31,-1.87,170.3,1.000,0
155.69,1042.3,56.0,-0,-0.43,-1.51,170.2,1.000,0
155.79,1040.9,56.0,-0,-0.55,-1.14,170.2,1.000,0
155.89,1039.5,56.0,-0,-0.66,-0.78,170.1,1.000,0
155.99,1038.0,56.1,-0,-0.77,-0.41,170.0,1.000,0
156.09,1036.6,56.1,-0,-0.88,-0.05,170.0,1.000,0
156.19,1035.1,56.2,-0,-0.98,0.32,170.0,1.000,0
156.29,1033.6,56.3,-0,-1.08,0.68,170.0,1.000,0
156.39,1032.1,56.3,-0,-1.17,1.04,170.0,1.000,0
156.49,1030.6,56.4,-0,-1.26,1.39,170.0,1.000,0
156.59,1029.1,56.5,-0,-1.35,1.74,170.0,1.000,0
156.69,1027.5,56.5,-0,-1.43,2.09,170.1,1.000,0
156.79,1025.9,56.6,-0,-1.51,2.43,170.1,1.000,0
156.89,1024.3,56.7,-0,-1.59,2.77,170.2,1.000,0
156.99,1022.7,56.7,-0,-1.66,3.10,170.3,1.000,0
157.09,1021.1,56.8,-0,-1.73,3.42,170.4,1.000,0
157.19,1019.5,56.9,-0,-1.80,3.74,170.5,1.000,0
157.29,1017.8,57.0,-0,-1.86,4.04,170.6,1.000,0
157.39,1016.2,57.1,-0,-1.92,4.34,170.8,1.000,0
157.49,1014.5,57.1,-0,-1.98,4.63,170.9,1.000,0
157.59,1012.8,57.2,-0,-2.04,4.91,171.1,1.000,0
157.69,1011.1,57.3,-0,-2.09,5.17,171.3,1.000,0
157.79,1009.4,57.4,-0,-2.13,5.43,171.5,1.000,0
157.89,1007.7,57.5,-0,-2.18,5.68,171.7,1.000,0
157.99,1006.0,57.6,-0,-2.22,5.91,171.9,1.000,0
158.09,1004.2,57.7,-0,-2.26,6.13,172.1,1.000,0
158.19,1002.5,57.8,-0,-2.30,6.34,172.4,1.000,0
158.29,1000.8,57.9,-0,-2.33,6.54,172.6,1.000,0
158.39,999.0,57.9,-0,-2.36,6.72,172.9,1.000,0
158.49,997.2,58.0,-0,-2.39,6.89,173.2,1.000,0
158.59,995.5,58.1,-0,-2.41,7.04,173.4,1.000,0
158.69,993.7,58.2,-0,-2.43,7.18,173.7,1.000,0
158.79,991.9,58.3,-0,-2.45,7.31,174.0,1.000,0
158.89,990.2,58.4,-0,-2.46,7.42,174.3,1.000,0
158.99,988.4,58.5,-0,-2.47,7.52,174.6,1.000,0
159.09,986.6,58.6,-0,-2.48,7.60,174.9,1.000,0
159.19,984.8,58.7,-0,-2.48,7.66,175.2,1.000,0
159.29,983.0,58.8,-0,-2.48,7.71,175.5,1.000,0
159.39,981.3,58.9,-0,-2.48,7.75,175.8,1.000,0
159.49,979.5,59.0,-0,-2.47,7.77,176.1,1.000,0
159.59,977.7,59.0,-0,-2.46,7.77,176.4,1.000,0
159.69,975.9,59.1,-0,-2.44,7.76,176.7,1.000,0
159.79,974.2,59.2,-0,-2.42,7.73,177.0,1.000,0
159.89,972.4,59.3,-0,-2.40,7.68,177.4,1.000,0
159.99,970.6,59.4,-0,-2.37,7.63,177.7,1.000,0
160.09,968.9,59.5,-0,-2.34,7.55,178.0,1.000,0
160.19,967.1,59.5,-0,-2.30,7.46,178.3,1.000,0
160.29,965.4,59.6,-0,-2.26,7.35,178.6,1.000,0
160.39,963.6,59.7,-0,-2.21,7.23,178.8,1.000,0
160.49,961.9,59.8,-0,-2.16,7.10,179.1,1.000,0
160.59,960.2,59.8,-0,-2.10,6.94,179.4,1.000,0
160.69,958.5,59.9,-0,-2.04,6.76,179.7,1.000,0
160.79,956.8,60.0,-0,-1.98,6.57,180.0,1.000,0
160.89,955.1,60.0,-0,-1.91,6.36,180.2,1.000,0
160.99,953.4,60.1,-0,-1.84,6.13,180.5,1.000,0
161.09,951.8,60.2,-0,-1.76,5.88,180.7,1.000,0
161.19,950.1,60.2,-0,-1.68,5.61,181.0,1.000,0
161.29,948.5,60.3,-0,-1.60,5.33,181.2,1.000,0
161.39,946.9,60.3,-0,-1.51,5.04,181.4,1.000,0
161.49,945.3,60.4,-0,-1.41,4.73,181.6,1.000,0
161.59,943.7,60.4,-0,-1.31,4.40,181.8,1.000,0
161.69,942.1,60.4,-0,-1.21,4.07,182.0,1.000,0
161.79,940.6,60.5,-0,-1.10,3.72,182.2,1.000,0
161.89,939.0,60.5,-0,-0.99,3.37,182.3,1.000,0
161.99,937.5,60.5,-0,-0.87,3.01,182.5,1.000,0
162.09,936.0,60.5,-0,-0.76,2.64,182.6,1.000,0
162.19,934.6,60.6,-0,-0.64,2.26,182.7,1.000,0
162.29,933.1,60.6,-0,-0.52,1.89,182.9,1.000,0
162.39,931.7,60.6,-0,-0.39,1.51,183.0,1.000,0
162.49,930.3,60.6,-0,-0.27,1.12,183.0,1.000,0
162.59,928.9,60.6,-0,-0.14,0.74,183.1,1.000,0
162.69,927.5,60.6,-0,-0.02,0.36,183.1,1.000,0
162.79,926.1,60.6,-0,0.11,-0.02,183.2,1.000,0
162.89,924.8,60.6,-0,0.24,-0.39,183.2,1.000,0
162.99,923.5,60.5,-0,0.36,-0.76,183.2,1.000,0
163.09,922.2,60.5,-0,0.49,-1.13,183.2,1.000,0
163.19,921.0,60.5,-0,0.61,-1.48,183.1,1.000,0
163.29,919.7,60.5,-0,0.73,-1.83,183.1,1.000,0
163.39,918.5,60.4,-0,0.85,-2.17,183.0,1.000,0
163.49,917.3,60.4,-0,0.97,-2.50,182.9,1.000,0
163.59,916.1,60.3,-0,1.09,-2.82,182.8,1.000,0
163.69,914.9,60.3,-0,1.20,-3.13,182.7,1.000,0
163.79,913.8,60.3,-0,1.30,-3.43,182.6,1.000,0
163.89,912.6,60.2,-0,1.41,-3.71,182.4,1.000,0
163.99,911.5,60.2,-0,1.51,-3.98,182.3,1.000,0
164.09,910.4,60.1,-0,1.60,-4.23,182.1,1.000,0
